filename,Box,FullSphere,FullSpheroid,Icosahedron,Prism3,Prism6,SawtoothRippleBox
/app/work/data/upload/test-20220928T175332Z-001/test/Box/10203.jpeg,0.9408468000000001,0.0010235997999999999,0.0009468266,0.00011809023,0.0064836903,2.692788e-07,0.05058078
/app/work/data/upload/test-20220928T175332Z-001/test/Box/1044.jpeg,0.9928277,0.0025346552,0.0036038803000000004,0.00020486387,0.000615161,0.00015042277,6.328914e-05
/app/work/data/upload/test-20220928T175332Z-001/test/Box/10449.jpeg,0.91409314,0.0027140834999999997,0.007947268,0.0021290374,0.07085356,0.0019818125,0.00028112583
/app/work/data/upload/test-20220928T175332Z-001/test/Box/10450.jpeg,0.99771106,7.8474506e-05,0.0016660749,4.728274e-06,6.8123645e-06,0.0005294815,3.3578719999999997e-06
/app/work/data/upload/test-20220928T175332Z-001/test/Box/10500.jpeg,0.9996468000000001,2.6676596e-06,2.1796873999999997e-05,4.3507290000000003e-07,0.00016406771,1.1563073e-06,0.00016306563
/app/work/data/upload/test-20220928T175332Z-001/test/Box/10522.jpeg,0.18864414,0.09299012,0.42836258,0.19463608,0.033818632,0.05677801,0.004770413
/app/work/data/upload/test-20220928T175332Z-001/test/Box/10599.jpeg,0.5409980999999999,0.077329114,0.24060847,0.10770218,0.017750524,0.0128034325,0.002808223
/app/work/data/upload/test-20220928T175332Z-001/test/Box/10616.jpeg,0.9784896999999999,0.003882043,0.0008882483,0.00047164282,0.001741225,1.3149108000000001e-06,0.014525811999999999
/app/work/data/upload/test-20220928T175332Z-001/test/Box/10752.jpeg,0.26075357,0.08128255599999999,0.4082585,0.08790818,0.077334225,0.034594152,0.049868915
/app/work/data/upload/test-20220928T175332Z-001/test/Box/10829.jpeg,0.94194615,0.0020064642,0.04211027,0.0011611433,0.0063871069999999995,0.006256388000000001,0.00013244052
/app/work/data/upload/test-20220928T175332Z-001/test/Box/10836.jpeg,0.99890745,3.321405e-05,0.00010730395,4.603585699999999e-05,5.2287686999999995e-05,1.0588408e-07,0.0008535902599999999
/app/work/data/upload/test-20220928T175332Z-001/test/Box/1095.jpeg,0.99889624,3.2836753e-05,2.9106347999999997e-05,1.7432567e-05,8.20288e-06,1.4156285e-07,0.0010159783
/app/work/data/upload/test-20220928T175332Z-001/test/Box/11113.jpeg,0.99919564,0.00028020245,9.919029000000001e-05,3.1504474e-05,5.2456075e-05,5.94835e-07,0.00034045294
/app/work/data/upload/test-20220928T175332Z-001/test/Box/1113.jpeg,0.9871525,0.0074004354000000005,0.0032980465000000004,0.0011077218,0.00047700762,3.9047343e-05,0.0005252863999999999
/app/work/data/upload/test-20220928T175332Z-001/test/Box/11149.jpeg,0.9977107,0.0003706513,0.0006503915,9.958464e-05,0.0003762614,3.0239016000000003e-06,0.0007893561
/app/work/data/upload/test-20220928T175332Z-001/test/Box/11445.jpeg,0.98234093,0.0051360577,0.011904823,0.00024940515999999997,0.00020201509999999998,0.000111222966,5.5526558e-05
/app/work/data/upload/test-20220928T175332Z-001/test/Box/11484.jpeg,0.9307744000000001,0.023463317999999997,0.027292157999999997,0.011063126000000001,0.005839690600000001,0.0011423554,0.000425039
/app/work/data/upload/test-20220928T175332Z-001/test/Box/11538.jpeg,0.15685268,0.0015193465,0.24772429999999998,0.028677453999999998,0.43653107,0.1280477,0.0006474101999999999
/app/work/data/upload/test-20220928T175332Z-001/test/Box/11630.jpeg,0.06128779,0.06098494,0.21922104,0.6065381,0.021707898,0.02413421,0.0061260164
/app/work/data/upload/test-20220928T175332Z-001/test/Box/11638.jpeg,0.59266007,0.20384078,0.10765388,0.03554315,0.036655866,0.0017510344,0.0218953
/app/work/data/upload/test-20220928T175332Z-001/test/Box/11640.jpeg,0.996923,0.0006156822000000001,0.00031770582,0.0009537372,7.038969500000001e-05,1.4819547999999999e-05,0.0011045696000000001
